Genotype,Population,Pedigree,Tester,Plotcode,LOC,IncBlockNo.,Rep,DMY,DMC,PH,DtTAS,DtSILK,NBPL
CFD02-027,CFD02,F353 x B73,UH007,283,INR,B29,R1,205.4,42.2,260,84,84,79
CFD08-333,CFD08,F353 x F98902,UH007,284,INR,B29,R1,200,42.5,235,83,83,80
CFD12-047,CFD12,F353 x W117,UH007,285,INR,B29,R1,140.7,40.6,220,85,85,78
CFD08-305,CFD08,F353 x F98902,UH007,286,INR,B29,R1,204.5,40.9,255,84,85,83
CFD11-325,CFD11,F353 x UH304,UH007,287,INR,B29,R1,194.6,43.3,232,85,84,76
CFD07-319,CFD07,F353 x F618,UH007,288,INR,B29,R1,161.6,38,233,87,88,79
CFD05-059,CFD05,F353 x EC169,UH007,289,INR,B29,R1,153.7,44.5,244,84,84,78
CFD11-322,CFD11,F353 x UH304,UH007,290,INR,B29,R1,169.4,43.8,228,84,84,76
CFD02-060,CFD02,F353 x B73,UH007,291,INR,B30,R1,162.2,41.8,256,87,87,83
CFD07-086,CFD07,F353 x F618,UH007,292,INR,B30,R1,183.5,37.3,227,87,88,81
CFD10-130,CFD10,F353 x UH250,UH007,293,INR,B30,R1,147.3,43,241,86,87,80
CFD03-080,CFD03,F353 x D06,UH007,294,INR,B30,R1,177.9,43.6,244,84,84,80
CFD03-348,CFD03,F353 x D06,UH007,295,INR,B30,R1,179.8,42,246,83,83,78
CFD04-093,CFD04,F353 x D09,UH007,296,INR,B30,R1,177.1,43.4,248,85,87,78
CFD10-031,CFD10,F353 x UH250,UH007,297,INR,B30,R1,168.9,41.4,251,84,84,77
CFD04-332,CFD04,F353 x D09,UH007,298,INR,B30,R1,187.5,42.1,251,84,85,81
A287,NA,NA,UH007,299,INR,B30,R1,222.2,36,265.5,89,90,81
CFD04-042,CFD04,F353 x D09,UH007,300,INR,B30,R1,169.3,40.3,277,84,86,79
CFD07-062,CFD07,F353 x F618,UH007,301,INR,B31,R1,226.9,37.9,243,87,87,80
CFD07-305,CFD07,F353 x F618,UH007,302,INR,B31,R1,194.5,41.2,240,84,84,83
CFD07-018,CFD07,F353 x F618,UH007,303,INR,B31,R1,198.6,39.3,241,88,88,75
CFD06-054,CFD06,F353 x F252,UH007,304,INR,B31,R1,183.3,42.7,249,83,84,79
CFD09-309,CFD09,F353 x Mo17,UH007,305,INR,B31,R1,213.2,41.1,253,89,88,79
A287,NA,NA,UH007,306,INR,B31,R1,250.4,38.1,248.5,90,90,80
CFD07-073,CFD07,F353 x F618,UH007,307,INR,B31,R1,185.6,41.3,234,87,87,80
CFD06-325,CFD06,F353 x F252,UH007,308,INR,B31,R1,168.4,44.8,221,83,84,80
CFD09-318,CFD09,F353 x Mo17,UH007,309,INR,B31,R1,121.7,40.4,226,89,92,80
CFD12-332,CFD12,F353 x W117,UH007,310,INR,B31,R1,173.9,44.2,220,83,83,76
CFD10-079,CFD10,F353 x UH250,UH007,311,INR,B32,R1,137,44.3,231,85,86,80
CFD11-053,CFD11,F353 x UH304,UH007,312,INR,B32,R1,197.8,45.1,253,85,83,80
CFD04-311,CFD04,F353 x D09,UH007,313,INR,B32,R1,191.5,42,244,84,84,80
CFD12-310,CFD12,F353 x W117,UH007,314,INR,B32,R1,148.5,46.2,221,82,81,80
CFD07-061,CFD07,F353 x F618,UH007,315,INR,B32,R1,212.9,35.1,253,92,90,78
CFD07-315,CFD07,F353 x F618,UH007,316,INR,B32,R1,205.9,38.7,241,89,90,80
CFD11-341,CFD11,F353 x UH304,UH007,317,INR,B32,R1,183.5,37.2,237,84,84,76
CFD02-092,CFD02,F353 x B73,UH007,318,INR,B32,R1,179.2,39.3,234,88,88,80
CFD10-034,CFD10,F353 x UH250,UH007,319,INR,B32,R1,187.8,40.7,232,84,85,80
CFD07-314,CFD07,F353 x F618,UH007,320,INR,B32,R1,187.3,43.1,242,86,86,80
A287,NA,NA,UH007,321,INR,B33,R1,247.6,37.9,246.5,90,92,79
CFD03-038,CFD03,F353 x D06,UH007,322,INR,B33,R1,185.8,41.1,241,85,84,75
CFD08-347,CFD08,F353 x F98902,UH007,323,INR,B33,R1,177,41.1,228,87,87,79
CFD03-332,CFD03,F353 x D06,UH007,324,INR,B33,R1,169.7,41.2,239,87,87,80
CFD08-364,CFD08,F353 x F98902,UH007,325,INR,B33,R1,192.9,41.1,245,86,86,78
CFD12-094,CFD12,F353 x W117,UH007,326,INR,B33,R1,169.3,41.9,237,83,82,80
CFD03-022,CFD03,F353 x D06,UH007,327,INR,B33,R1,192.9,41.1,255,86,87,79
CFD02-069,CFD02,F353 x B73,UH007,328,INR,B33,R1,183.4,38,245,88,87,80
CFD06-039,CFD06,F353 x F252,UH007,329,INR,B33,R1,169.7,44.5,248,84,87,76
CFD07-310,CFD07,F353 x F618,UH007,330,INR,B33,R1,168,42.7,247,87,87,80
CFD12-305,CFD12,F353 x W117,UH007,331,INR,B34,R1,155.7,42.3,216,83,83,67
CFD03-312,CFD03,F353 x D06,UH007,332,INR,B34,R1,178.6,44.2,245,83,83,80
CFD04-057,CFD04,F353 x D09,UH007,333,INR,B34,R1,188.8,41.4,260,85,84,74
CFD06-007,CFD06,F353 x F252,UH007,334,INR,B34,R1,198.6,42.8,259,83,83,80
CFD05-027,CFD05,F353 x EC169,UH007,335,INR,B34,R1,166.2,42.7,231,85,84,79
CFD08-329,CFD08,F353 x F98902,UH007,336,INR,B34,R1,200.7,42.4,243,84,84,75
CFD06-042,CFD06,F353 x F252,UH007,337,INR,B34,R1,182,47.9,252,82,81,80
CFD03-343,CFD03,F353 x D06,UH007,338,INR,B34,R1,197.4,39.7,267,86,86,79
CFD02-320,CFD02,F353 x B73,UH007,339,INR,B34,R1,203.4,36.4,268,88,88,79
CFD04-007,CFD04,F353 x D09,UH007,340,INR,B34,R1,192.9,41.7,258,83,83,78
CFD04-085,CFD04,F353 x D09,UH007,341,INR,B35,R1,194.5,44.6,231,82,81,79
CFD03-320,CFD03,F353 x D06,UH007,342,INR,B35,R1,212.8,39.7,259,87,88,79
CFD05-020,CFD05,F353 x EC169,UH007,343,INR,B35,R1,183.1,41,251,84,86,77
CFD12-334,CFD12,F353 x W117,UH007,344,INR,B35,R1,174.4,41,235,85,85,80
CFD11-317,CFD11,F353 x UH304,UH007,345,INR,B35,R1,189.9,42.9,235,85,85,80
CFD11-347,CFD11,F353 x UH304,UH007,346,INR,B35,R1,220.2,39.7,250,87,88,80
CFD11-047,CFD11,F353 x UH304,UH007,347,INR,B35,R1,175.4,40.6,239,84,84,80
CFD08-044,CFD08,F353 x F98902,UH007,348,INR,B35,R1,187.5,39.5,244,89,90,80
CFD10-059,CFD10,F353 x UH250,UH007,349,INR,B35,R1,197,40.6,251,87,88,78
CFD12-058,CFD12,F353 x W117,UH007,350,INR,B35,R1,156.7,39.7,229,84,84,67
CFD06-304,CFD06,F353 x F252,UH007,351,INR,B36,R1,174.9,46.2,231,83,83,77
CFD03-066,CFD03,F353 x D06,UH007,352,INR,B36,R1,178.5,42.9,230,83,84,78
CFD05-001,CFD05,F353 x EC169,UH007,353,INR,B36,R1,166.2,45.5,226,83,83,76
CFD09-312,CFD09,F353 x Mo17,UH007,354,INR,B36,R1,130,39.8,229,89,88,80
CFD11-316,CFD11,F353 x UH304,UH007,355,INR,B36,R1,200.5,42,238,83,83,80
CFD08-334,CFD08,F353 x F98902,UH007,356,INR,B36,R1,201,42.1,251,86,87,77
CFD10-114,CFD10,F353 x UH250,UH007,357,INR,B36,R1,199.6,42.4,254,87,87,80
CFD07-011,CFD07,F353 x F618,UH007,358,INR,B36,R1,187,40.9,256,87,87,80
CFD08-340,CFD08,F353 x F98902,UH007,359,INR,B36,R1,181.9,41.1,244,84,85,80
CFD04-310,CFD04,F353 x D09,UH007,360,INR,B36,R1,202.6,42.8,249,84,85,80
CFD04-047,CFD04,F353 x D09,UH007,361,INR,B37,R1,194.8,44,243,83,82,79
CFD05-031,CFD05,F353 x EC169,UH007,362,INR,B37,R1,201.8,41.8,238,84,85,79
CFD03-042,CFD03,F353 x D06,UH007,363,INR,B37,R1,218.8,44,261,84,84,80
CFD05-321,CFD05,F353 x EC169,UH007,364,INR,B37,R1,166.2,41.4,236,84,85,80
CFD08-035,CFD08,F353 x F98902,UH007,365,INR,B37,R1,188.7,40.2,250,86,86,80
CFD03-069,CFD03,F353 x D06,UH007,366,INR,B37,R1,203.7,43.4,239,83,83,79
CFD06-073,CFD06,F353 x F252,UH007,367,INR,B37,R1,183.7,46.4,230,83,82,76
CFD05-068,CFD05,F353 x EC169,UH007,368,INR,B37,R1,156.4,42.8,223,83,83,65
CFD04-339,CFD04,F353 x D09,UH007,369,INR,B37,R1,168.5,46.3,229,83,83,80
CFD12-051,CFD12,F353 x W117,UH007,370,INR,B37,R1,191.5,44.2,210,83,82,80
CFD11-006,CFD11,F353 x UH304,UH007,371,INR,B38,R1,191.7,44.1,242,83,83,80
CFD10-036,CFD10,F353 x UH250,UH007,372,INR,B38,R1,175.8,44.1,229,84,85,80
CFD09-325,CFD09,F353 x Mo17,UH007,373,INR,B38,R1,167.8,34.1,235,95,95,79
CFD08-077,CFD08,F353 x F98902,UH007,374,INR,B38,R1,203.1,43.9,242,84,84,80
CFD07-327,CFD07,F353 x F618,UH007,375,INR,B38,R1,209.4,40.8,236,85,84,80
CFD04-008,CFD04,F353 x D09,UH007,376,INR,B38,R1,175.8,44.1,249,83,83,76
CFD11-336,CFD11,F353 x UH304,UH007,377,INR,B38,R1,212.2,40.6,256,85,84,74
CFD12-326,CFD12,F353 x W117,UH007,378,INR,B38,R1,180.8,41.1,238,84,85,80
CFD05-304,CFD05,F353 x EC169,UH007,379,INR,B38,R1,181.6,41.9,240,83,85,80
CFD06-092,CFD06,F353 x F252,UH007,380,INR,B38,R1,194,44.1,225,84,83,78
CFD07-301,CFD07,F353 x F618,UH007,381,INR,B39,R1,159.6,47.5,237,84,83,76
CFD10-329,CFD10,F353 x UH250,UH007,382,INR,B39,R1,186.5,42,235,85,85,80
CFD02-076,CFD02,F353 x B73,UH007,383,INR,B39,R1,175.2,41.2,243,84,83,70
CFD07-068,CFD07,F353 x F618,UH007,384,INR,B39,R1,192.6,39.8,234,86,86,76
CFD10-099,CFD10,F353 x UH250,UH007,385,INR,B39,R1,183,43.3,253,85,86,80
CFD10-125,CFD10,F353 x UH250,UH007,386,INR,B39,R1,177.4,45.1,233,83,83,80
CFD06-022,CFD06,F353 x F252,UH007,387,INR,B39,R1,175.3,48.7,229,79,79,78
CFD07-117,CFD07,F353 x F618,UH007,388,INR,B39,R1,206.4,40.1,227,88,88,78
CFD06-088,CFD06,F353 x F252,UH007,389,INR,B39,R1,170.8,45.6,244,85,86,77
CFD12-323,CFD12,F353 x W117,UH007,390,INR,B39,R1,161.6,45.4,227,83,83,77
CFD12-089,CFD12,F353 x W117,UH007,391,INR,B40,R1,122.5,46.4,201,79,79,71
CFD04-106,CFD04,F353 x D09,UH007,392,INR,B40,R1,193.2,47.5,231,80,79,80
CFD11-068,CFD11,F353 x UH304,UH007,393,INR,B40,R1,184.7,41.6,243,84,84,77
CFD05-046,CFD05,F353 x EC169,UH007,394,INR,B40,R1,165,46,228,85,85,80
CFD05-310,CFD05,F353 x EC169,UH007,395,INR,B40,R1,159.2,42.2,238,83,83,80
CFD12-327,CFD12,F353 x W117,UH007,396,INR,B40,R1,166,42.5,242,83,83,80
CFD03-067,CFD03,F353 x D06,UH007,397,INR,B40,R1,206.8,41.7,262,83,84,80
CFD11-314,CFD11,F353 x UH304,UH007,398,INR,B40,R1,187.2,46.8,240,83,83,80
CFD04-336,CFD04,F353 x D09,UH007,399,INR,B40,R1,191,42,243,84,85,80
CFD12-331,CFD12,F353 x W117,UH007,400,INR,B40,R1,179.3,41.9,262,87,86,79
MO17,MO17,MO17,UH007,401,INR,B41,R1,146.3,30.4,244,94,94,78
CFD03-075,CFD03,F353 x D06,UH007,402,INR,B41,R1,192.1,39.7,249,83,83,80
F252,F252,F252,UH007,403,INR,B41,R1,178.5,47.3,239,83,83,80
D06,D06,D06,UH007,404,INR,B41,R1,185.3,42.9,244,83,83,74
CFD04-015,CFD04,F353 x D09,UH007,405,INR,B41,R1,180,44.7,234,79,79,80
F252,F252,F252,UH007,406,INR,B41,R1,178.6,47.5,239,83,82,79
CFD03-329,CFD03,F353 x D06,UH007,407,INR,B41,R1,182.7,44.5,234,83,83,75
CFD09-046,CFD09,F353 x Mo17,UH007,408,INR,B41,R1,156.3,33.3,246,84,84,67
CFD04-333,CFD04,F353 x D09,UH007,409,INR,B41,R1,166.8,44.2,237,84,84,78
CFD02-104,CFD02,F353 x B73,UH007,410,INR,B41,R1,170.6,42.1,241,84,85,79
CFD05-040,CFD05,F353 x EC169,UH007,411,INR,B42,R1,202.1,44.2,259,85,83,80
CFD03-335,CFD03,F353 x D06,UH007,412,INR,B42,R1,184.1,43.7,252,85,86,79
A287,NA,NA,UH007,413,INR,B42,R1,236.2,36.3,253.5,90,92,78
CFD07-126,CFD07,F353 x F618,UH007,414,INR,B42,R1,183,37.2,242,87,87,74
CFD08-371,CFD08,F353 x F98902,UH007,415,INR,B42,R1,174.4,40,235,84,84,77
CFD10-305,CFD10,F353 x UH250,UH007,416,INR,B42,R1,156.5,43.3,239,85,86,78
CFD06-045,CFD06,F353 x F252,UH007,417,INR,B42,R1,169.2,43.3,244,85,85,76
CFD02-101,CFD02,F353 x B73,UH007,418,INR,B42,R1,190.1,39.5,255,87,87,71
CFD09-322,CFD09,F353 x Mo17,UH007,419,INR,B42,R1,154.7,40.7,219,87,87,80
CFD12-068,CFD12,F353 x W117,UH007,420,INR,B42,R1,179.2,41.6,218,81,81,80
CFD05-019,CFD05,F353 x EC169,UH007,421,INR,B43,R1,167.8,40.6,222,83,83,80
CFD08-075,CFD08,F353 x F98902,UH007,422,INR,B43,R1,231.2,41,249,85,84,80
CFD12-099,CFD12,F353 x W117,UH007,423,INR,B43,R1,164.9,42.8,207,83,83,79
CFD12-341,CFD12,F353 x W117,UH007,424,INR,B43,R1,189.7,40.2,234,85,85,77
CFD04-017,CFD04,F353 x D09,UH007,425,INR,B43,R1,214.7,45.1,236,84,84,80
CFD08-358,CFD08,F353 x F98902,UH007,426,INR,B43,R1,165.3,38.5,237,87,87,63
CFD11-004,CFD11,F353 x UH304,UH007,427,INR,B43,R1,195.9,41.5,232,84,83,79
CFD09-337,CFD09,F353 x Mo17,UH007,428,INR,B43,R1,178.5,35.9,250,92,94,80
CFD06-334,CFD06,F353 x F252,UH007,429,INR,B43,R1,171.9,44.6,233,86,86,79
CFD06-087,CFD06,F353 x F252,UH007,430,INR,B43,R1,193.1,40.8,254,86,86,79
CFD02-086,CFD02,F353 x B73,UH007,431,INR,B44,R1,199.6,37.8,251,88,92,80
A287,NA,NA,UH007,432,INR,B44,R1,222.5,36.2,237.5,92,92,79
CFD10-143,CFD10,F353 x UH250,UH007,433,INR,B44,R1,136.8,43.1,233,85,85,60
CFD12-311,CFD12,F353 x W117,UH007,434,INR,B44,R1,142.1,41.3,231,84,84,64
CFD11-326,CFD11,F353 x UH304,UH007,435,INR,B44,R1,199.8,43.3,235,83,83,76
CFD07-083,CFD07,F353 x F618,UH007,436,INR,B44,R1,184.4,37.9,240,88,88,71
CFD07-105,CFD07,F353 x F618,UH007,437,INR,B44,R1,191.5,36,246,87,88,79
CFD06-058,CFD06,F353 x F252,UH007,438,INR,B44,R1,189.1,43.9,253,84,85,79
A287,NA,NA,UH007,439,INR,B44,R1,225.1,35.7,248.5,90,90,80
CFD08-073,CFD08,F353 x F98902,UH007,440,INR,B44,R1,182.5,37.7,257,89,90,80
CFD05-033,CFD05,F353 x EC169,UH007,441,INR,B45,R1,179.5,43.7,236,85,84,79
CFD07-304,CFD07,F353 x F618,UH007,442,INR,B45,R1,174.1,42.8,247,84,86,74
CFD07-116,CFD07,F353 x F618,UH007,443,INR,B45,R1,215.7,38.8,238,92,91,79
CFD07-090,CFD07,F353 x F618,UH007,444,INR,B45,R1,208,39.3,248,87,87,80
CFD08-338,CFD08,F353 x F98902,UH007,445,INR,B45,R1,205.9,39,256,88,87,80
CFD06-307,CFD06,F353 x F252,UH007,446,INR,B45,R1,190.5,41.9,240,83,84,80
CFD04-329,CFD04,F353 x D09,UH007,447,INR,B45,R1,193.2,43.9,240,85,85,78
D06,D06,D06,UH007,448,INR,B45,R1,179.9,41.9,240,85,85,79
CFD05-039,CFD05,F353 x EC169,UH007,449,INR,B45,R1,160,42.4,237,85,85,80
CFD02-077,CFD02,F353 x B73,UH007,450,INR,B45,R1,201.3,40.8,244,86,86,80
CFD04-100,CFD04,F353 x D09,UH007,451,INR,B46,R1,185.5,42.8,244,85,85,75
CFD04-346,CFD04,F353 x D09,UH007,452,INR,B46,R1,200.6,39.6,241,92,92,78
CFD12-020,CFD12,F353 x W117,UH007,453,INR,B46,R1,149.9,42.1,224,83,83,77
CFD06-056,CFD06,F353 x F252,UH007,454,INR,B46,R1,186.5,43.3,260,85,85,79
CFD05-324,CFD05,F353 x EC169,UH007,455,INR,B46,R1,187,40.9,241,85,86,79
CFD08-317,CFD08,F353 x F98902,UH007,456,INR,B46,R1,202.8,41.1,236,86,85,77
CFD02-311,CFD02,F353 x B73,UH007,457,INR,B46,R1,165.2,35.5,254,89,92,78
CFD09-340,CFD09,F353 x Mo17,UH007,458,INR,B46,R1,161.3,37.1,236,92,92,80
CFD10-004,CFD10,F353 x UH250,UH007,459,INR,B46,R1,196.9,42.8,248,87,87,80
CFD09-302,CFD09,F353 x Mo17,UH007,460,INR,B46,R1,158.1,42.8,241,86,86,77
CFD07-079,CFD07,F353 x F618,UH007,461,INR,B47,R1,189.2,36.3,240,88,87,76
CFD10-154,CFD10,F353 x UH250,UH007,462,INR,B47,R1,154,41.7,232,88,90,78
CFD05-061,CFD05,F353 x EC169,UH007,463,INR,B47,R1,171.5,41.1,224,87,88,80
CFD08-375,CFD08,F353 x F98902,UH007,464,INR,B47,R1,179.2,42.8,228,84,84,80
CFD07-080,CFD07,F353 x F618,UH007,465,INR,B47,R1,166,40.3,239,87,87,76
CFD03-059,CFD03,F353 x D06,UH007,466,INR,B47,R1,196.8,40.1,251,87,87,76
CFD07-321,CFD07,F353 x F618,UH007,467,INR,B47,R1,189,38.2,250,87,87,76
CFD06-339,CFD06,F353 x F252,UH007,468,INR,B47,R1,184.3,42.4,247,85,85,74
CFD09-324,CFD09,F353 x Mo17,UH007,469,INR,B47,R1,130.6,34,224,93,97,76
CFD03-071,CFD03,F353 x D06,UH007,470,INR,B47,R1,196.2,40.2,237,85,85,80
CFD06-322,CFD06,F353 x F252,UH007,471,INR,B48,R1,164.7,42.6,246,85,85,80
A287,NA,NA,UH007,472,INR,B48,R1,212.5,36.9,246.5,92,92,80
CFD12-319,CFD12,F353 x W117,UH007,473,INR,B48,R1,176.5,40.6,233,85,85,78
CFD05-070,CFD05,F353 x EC169,UH007,474,INR,B48,R1,153.9,46,241,85,85,80
A287,NA,NA,UH007,475,INR,B48,R1,243.6,36.4,243,85,91,80
CFD04-084,CFD04,F353 x D09,UH007,476,INR,B48,R1,182.6,43.2,253,87,87,80
CFD02-105,CFD02,F353 x B73,UH007,477,INR,B48,R1,169.8,37.9,228,84,84,80
CFD12-038,CFD12,F353 x W117,UH007,478,INR,B48,R1,164.8,44.3,228,85,85,78
CFD04-351,CFD04,F353 x D09,UH007,479,INR,B48,R1,208.4,41.8,258,89,88,80
CFD03-044,CFD03,F353 x D06,UH007,480,INR,B48,R1,178.4,38.9,241,86,86,80
CFD02-072,CFD02,F353 x B73,UH007,481,INR,B49,R1,178.1,36.9,247,87,88,76
CFD10-131,CFD10,F353 x UH250,UH007,482,INR,B49,R1,169.8,40.3,231,85,85,79
CFD10-119,CFD10,F353 x UH250,UH007,483,INR,B49,R1,197.5,42.8,242,85,85,79
CFD02-098,CFD02,F353 x B73,UH007,484,INR,B49,R1,143.6,38.6,241,87,87,68
CFD04-306,CFD04,F353 x D09,UH007,485,INR,B49,R1,204,43.1,234,84,85,76
CFD08-315,CFD08,F353 x F98902,UH007,486,INR,B49,R1,180.5,40.9,236,84,84,80
CFD03-325,CFD03,F353 x D06,UH007,487,INR,B49,R1,156.5,43,242,83,82,69
A287,NA,NA,UH007,488,INR,B49,R1,221.9,37.4,248.5,92,91,79
B73,B73,B73,UH007,489,INR,B49,R1,100.8,28.1,226,94,98,70
CFD05-315,CFD05,F353 x EC169,UH007,490,INR,B49,R1,178.6,43.2,243,84,84,77
CFD11-323,CFD11,F353 x UH304,UH007,491,INR,B50,R1,202.3,41.8,235,84,84,78
CFD03-339,CFD03,F353 x D06,UH007,492,INR,B50,R1,191.3,41,233,85,86,78
CFD07-109,CFD07,F353 x F618,UH007,493,INR,B50,R1,188.6,39.3,226,88,87,80
CFD03-310,CFD03,F353 x D06,UH007,494,INR,B50,R1,189.4,43.3,251,85,86,78
CFD06-041,CFD06,F353 x F252,UH007,495,INR,B50,R1,155.1,45.1,218,81,80,73
CFD07-335,CFD07,F353 x F618,UH007,496,INR,B50,R1,180.3,43.9,224,84,84,80
CFD07-334,CFD07,F353 x F618,UH007,497,INR,B50,R1,210.6,39.2,237,88,87,80
CFD07-100,CFD07,F353 x F618,UH007,498,INR,B50,R1,199.8,37,241,87,87,80
CFD05-067,CFD05,F353 x EC169,UH007,499,INR,B50,R1,174.6,42.8,226,84,84,70
CFD11-330,CFD11,F353 x UH304,UH007,500,INR,B50,R1,214.4,40.4,244,85,85,77
CFD07-113,CFD07,F353 x F618,UH007,501,INR,B51,R1,179.6,42.1,228,87,87,78
CFD10-307,CFD10,F353 x UH250,UH007,502,INR,B51,R1,183.1,43.6,227,83,83,77
CFD12-306,CFD12,F353 x W117,UH007,503,INR,B51,R1,129.8,37.6,212,83,83,63
CFD06-344,CFD06,F353 x F252,UH007,504,INR,B51,R1,201.9,45.6,236,86,86,79
CFD12-337,CFD12,F353 x W117,UH007,505,INR,B51,R1,149.3,43.4,206,83,82,74
CFD03-338,CFD03,F353 x D06,UH007,506,INR,B51,R1,201.7,43.6,236,84,83,79
CFD11-030,CFD11,F353 x UH304,UH007,507,INR,B51,R1,187.3,41.8,252,84,84,80
CFD06-049,CFD06,F353 x F252,UH007,508,INR,B51,R1,151.9,44.5,234,83,83,78
CFD04-079,CFD04,F353 x D09,UH007,509,INR,B51,R1,164.1,43.5,244,86,86,76
CFD02-313,CFD02,F353 x B73,UH007,510,INR,B51,R1,125.7,30.4,238,89,92,73
CFD03-056,CFD03,F353 x D06,UH007,511,INR,B52,R1,193.5,41,245,85,86,78
CFD07-101,CFD07,F353 x F618,UH007,512,INR,B52,R1,160,35.3,232,89,94,74
CFD03-050,CFD03,F353 x D06,UH007,513,INR,B52,R1,189,38,256,86,87,80
UH250,UH250,UH250,UH007,514,INR,B52,R1,161.3,43.2,230,85,85,78
CFD10-120,CFD10,F353 x UH250,UH007,515,INR,B52,R1,202.1,40.2,251,88,88,79
CFD09-308,CFD09,F353 x Mo17,UH007,516,INR,B52,R1,171.2,40,255,88,88,69
CFD04-322,CFD04,F353 x D09,UH007,517,INR,B52,R1,201.5,42.1,244,86,86,80
CFD09-080,CFD09,F353 x Mo17,UH007,518,INR,B52,R1,162.1,39.1,224,87,88,79
CFD10-112,CFD10,F353 x UH250,UH007,519,INR,B52,R1,186.8,38.7,238,86,86,79
CFD09-319,CFD09,F353 x Mo17,UH007,520,INR,B52,R1,183.7,40.4,258,92,91,80
CFD05-313,CFD05,F353 x EC169,UH007,521,INR,B53,R1,201.6,39.9,253,85,85,80
CFD06-345,CFD06,F353 x F252,UH007,522,INR,B53,R1,154.3,43.5,238,84,84,76
CFD07-123,CFD07,F353 x F618,UH007,523,INR,B53,R1,191,40.7,260,87,87,80
CFD03-317,CFD03,F353 x D06,UH007,524,INR,B53,R1,185.2,42.1,231,83,83,79
CFD08-331,CFD08,F353 x F98902,UH007,525,INR,B53,R1,164.3,40.4,241,85,85,78
CFD04-326,CFD04,F353 x D09,UH007,526,INR,B53,R1,215.7,41.8,255,85,85,80
CFD03-040,CFD03,F353 x D06,UH007,527,INR,B53,R1,196,41.4,264,85,85,80
CFD09-054,CFD09,F353 x Mo17,UH007,528,INR,B53,R1,123.5,36.9,219,89,92,79
CFD12-035,CFD12,F353 x W117,UH007,529,INR,B53,R1,190.8,41,235,83,83,76
CFD06-324,CFD06,F353 x F252,UH007,530,INR,B53,R1,177.9,41.7,243,84,84,80
CFD03-327,CFD03,F353 x D06,UH007,531,INR,B54,R1,177.9,41.3,238,84,84,80
CFD03-350,CFD03,F353 x D06,UH007,532,INR,B54,R1,198.9,41.2,257,85,85,75
CFD06-312,CFD06,F353 x F252,UH007,533,INR,B54,R1,188.2,44.1,245,84,84,79
CFD07-122,CFD07,F353 x F618,UH007,534,INR,B54,R1,178.9,42.2,233,85,85,80
CFD07-104,CFD07,F353 x F618,UH007,535,INR,B54,R1,186.7,38.9,240,87,87,77
CFD04-343,CFD04,F353 x D09,UH007,536,INR,B54,R1,203.4,41,252,85,86,80
A287,NA,NA,UH007,537,INR,B54,R1,236.9,37.1,258.5,90,90,80
CFD11-065,CFD11,F353 x UH304,UH007,538,INR,B54,R1,198.3,41.2,263,85,85,80
CFD11-306,CFD11,F353 x UH304,UH007,539,INR,B54,R1,173.7,41.9,239,83,83,72
CFD08-342,CFD08,F353 x F98902,UH007,540,INR,B54,R1,219.1,42.9,263,85,85,77
CFD12-080,CFD12,F353 x W117,UH007,541,INR,B55,R1,187.9,39.7,249,85,85,80
CFD03-346,CFD03,F353 x D06,UH007,542,INR,B55,R1,186.6,39.2,258,85,86,75
CFD03-046,CFD03,F353 x D06,UH007,543,INR,B55,R1,178,40.2,249,85,86,80
CFD05-074,CFD05,F353 x EC169,UH007,544,INR,B55,R1,172.7,38.9,233,86,86,72
CFD05-319,CFD05,F353 x EC169,UH007,545,INR,B55,R1,160.9,46.4,246,85,84,78
CFD03-051,CFD03,F353 x D06,UH007,546,INR,B55,R1,201.2,39.6,246,85,85,80
CFD08-357,CFD08,F353 x F98902,UH007,547,INR,B55,R1,196,39.2,239,86,86,77
CFD04-060,CFD04,F353 x D09,UH007,548,INR,B55,R1,180.8,44.9,238,83,85,80
CFD07-107,CFD07,F353 x F618,UH007,549,INR,B55,R1,195.1,38.3,238,87,87,80
CFD12-339,CFD12,F353 x W117,UH007,550,INR,B55,R1,162.8,39.9,243,88,89,68
CFD05-021,CFD05,F353 x EC169,UH007,551,INR,B56,R1,154.6,44.6,223,85,85,63
CFD11-008,CFD11,F353 x UH304,UH007,552,INR,B56,R1,197.7,41.3,231,86,85,79
CFD09-108,CFD09,F353 x Mo17,UH007,553,INR,B56,R1,157,35.8,243,92,94,73
CFD10-317,CFD10,F353 x UH250,UH007,554,INR,B56,R1,179.7,41.6,236,85,85,80
CFD11-050,CFD11,F353 x UH304,UH007,555,INR,B56,R1,191.5,43,234,83,83,79
CFD05-006,CFD05,F353 x EC169,UH007,556,INR,B56,R1,159.7,41.6,232,88,88,73
CFD11-304,CFD11,F353 x UH304,UH007,557,INR,B56,R1,181.4,43.6,237,83,83,79
CFD04-340,CFD04,F353 x D09,UH007,558,INR,B56,R1,173.7,41.9,235,86,86,74
CFD06-316,CFD06,F353 x F252,UH007,559,INR,B56,R1,171.9,43.4,241,84,84,80
CFD03-333,CFD03,F353 x D06,UH007,560,INR,B56,R1,188.5,41.7,249,84,84,77
CFD11-340,CFD11,F353 x UH304,UH007,561,INR,B57,R1,188.2,43.7,234,83,83,80
CFD03-058,CFD03,F353 x D06,UH007,562,INR,B57,R1,195.8,42.2,251,84,84,80
CFD07-307,CFD07,F353 x F618,UH007,563,INR,B57,R1,190.2,42.7,243,85,85,79
